time,temperature_2m,weather_code,precipitation,rain,snowfall,cloudcover,windspeed_10m,date,weather_code_daily,wind_speed_10m_max,sunrise,sunset,daylight_duration,hour,day_of_week,month,year
2015-04-02 00:00:00,6.2,3.0,0.0,0.0,0.0,99.0,22.6,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,0,3,4,2015
2015-04-02 01:00:00,6.1,51.0,0.2,0.2,0.0,100.0,22.3,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,1,3,4,2015
2015-04-02 02:00:00,6.2,51.0,0.4,0.4,0.0,100.0,23.1,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,2,3,4,2015
2015-04-02 03:00:00,6.1,53.0,0.5,0.5,0.0,100.0,22.4,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,3,3,4,2015
2015-04-02 04:00:00,6.3,53.0,0.8,0.8,0.0,100.0,19.5,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,4,3,4,2015
2015-04-02 05:00:00,6.6,61.0,1.3,1.3,0.0,100.0,19.1,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,5,3,4,2015
2015-04-02 06:00:00,6.8,61.0,1.8,1.8,0.0,100.0,22.7,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,6,3,4,2015
2015-04-02 07:00:00,6.9,61.0,1.4,1.4,0.0,100.0,26.6,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,7,3,4,2015
2015-04-02 08:00:00,6.1,53.0,0.6,0.6,0.0,100.0,23.5,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,8,3,4,2015
2015-04-02 09:00:00,5.5,3.0,0.0,0.0,0.0,94.0,21.2,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,9,3,4,2015
2015-04-02 10:00:00,6.1,3.0,0.0,0.0,0.0,97.0,24.7,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,10,3,4,2015
2015-04-02 11:00:00,6.7,3.0,0.0,0.0,0.0,83.0,26.2,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,11,3,4,2015
2015-04-02 12:00:00,7.3,3.0,0.0,0.0,0.0,90.0,23.7,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,12,3,4,2015
2015-04-02 13:00:00,7.7,3.0,0.0,0.0,0.0,96.0,22.5,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,13,3,4,2015
2015-04-02 14:00:00,8.0,3.0,0.0,0.0,0.0,99.0,22.9,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,14,3,4,2015
2015-04-02 15:00:00,8.3,3.0,0.0,0.0,0.0,99.0,22.8,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,15,3,4,2015
2015-04-02 16:00:00,8.1,3.0,0.0,0.0,0.0,99.0,22.3,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,16,3,4,2015
2015-04-02 17:00:00,7.8,3.0,0.0,0.0,0.0,96.0,21.2,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,17,3,4,2015
2015-04-02 18:00:00,7.4,3.0,0.0,0.0,0.0,100.0,19.1,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,18,3,4,2015
2015-04-02 19:00:00,6.9,3.0,0.0,0.0,0.0,99.0,16.1,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,19,3,4,2015
2015-04-02 20:00:00,6.0,3.0,0.0,0.0,0.0,95.0,10.7,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,20,3,4,2015
2015-04-02 21:00:00,5.1,3.0,0.0,0.0,0.0,96.0,6.6,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,21,3,4,2015
2015-04-02 22:00:00,4.3,3.0,0.0,0.0,0.0,92.0,8.2,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,22,3,4,2015
2015-04-02 23:00:00,3.2,0.0,0.0,0.0,0.0,8.0,8.7,2015-04-02,61.0,26.6,2015-04-02T07:17,2015-04-02T20:16,46758.04,23,3,4,2015
2015-04-03 00:00:00,1.8,2.0,0.0,0.0,0.0,71.0,6.9,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,0,4,4,2015
2015-04-03 01:00:00,0.8,3.0,0.0,0.0,0.0,83.0,7.4,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,1,4,4,2015
2015-04-03 02:00:00,0.2,3.0,0.0,0.0,0.0,95.0,7.1,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,2,4,4,2015
2015-04-03 03:00:00,-0.2,3.0,0.0,0.0,0.0,96.0,7.7,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,3,4,4,2015
2015-04-03 04:00:00,-0.4,3.0,0.0,0.0,0.0,99.0,5.5,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,4,4,4,2015
2015-04-03 05:00:00,-0.7,3.0,0.0,0.0,0.0,99.0,6.1,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,5,4,4,2015
2015-04-03 06:00:00,-0.1,3.0,0.0,0.0,0.0,100.0,7.0,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,6,4,4,2015
2015-04-03 07:00:00,0.8,3.0,0.0,0.0,0.0,100.0,7.9,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,7,4,4,2015
2015-04-03 08:00:00,1.8,3.0,0.0,0.0,0.0,100.0,9.4,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,8,4,4,2015
2015-04-03 09:00:00,3.6,3.0,0.0,0.0,0.0,100.0,10.1,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,9,4,4,2015
2015-04-03 10:00:00,5.1,3.0,0.0,0.0,0.0,100.0,10.5,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,10,4,4,2015
2015-04-03 11:00:00,6.5,3.0,0.0,0.0,0.0,100.0,11.1,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,11,4,4,2015
2015-04-03 12:00:00,7.0,3.0,0.0,0.0,0.0,100.0,9.4,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,12,4,4,2015
2015-04-03 13:00:00,7.5,3.0,0.0,0.0,0.0,100.0,10.6,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,13,4,4,2015
2015-04-03 14:00:00,8.1,51.0,0.1,0.1,0.0,99.0,11.3,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,14,4,4,2015
2015-04-03 15:00:00,8.5,51.0,0.2,0.2,0.0,100.0,11.8,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,15,4,4,2015
2015-04-03 16:00:00,8.5,51.0,0.1,0.1,0.0,100.0,9.3,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,16,4,4,2015
2015-04-03 17:00:00,8.6,3.0,0.0,0.0,0.0,100.0,9.7,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,17,4,4,2015
2015-04-03 18:00:00,8.3,3.0,0.0,0.0,0.0,100.0,8.9,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,18,4,4,2015
2015-04-03 19:00:00,8.0,51.0,0.2,0.2,0.0,100.0,7.4,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,19,4,4,2015
2015-04-03 20:00:00,7.6,51.0,0.3,0.3,0.0,100.0,6.3,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,20,4,4,2015
2015-04-03 21:00:00,7.0,3.0,0.0,0.0,0.0,100.0,7.1,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,21,4,4,2015
2015-04-03 22:00:00,6.8,3.0,0.0,0.0,0.0,100.0,7.2,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,22,4,4,2015
2015-04-03 23:00:00,6.7,3.0,0.0,0.0,0.0,100.0,8.0,2015-04-03,51.0,11.8,2015-04-03T07:14,2015-04-03T20:18,46991.96,23,4,4,2015
2015-04-04 00:00:00,6.6,3.0,0.0,0.0,0.0,100.0,7.3,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,0,5,4,2015
2015-04-04 01:00:00,6.5,3.0,0.0,0.0,0.0,100.0,7.3,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,1,5,4,2015
2015-04-04 02:00:00,6.4,3.0,0.0,0.0,0.0,100.0,5.2,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,2,5,4,2015
2015-04-04 03:00:00,6.2,3.0,0.0,0.0,0.0,100.0,3.7,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,3,5,4,2015
2015-04-04 04:00:00,6.0,3.0,0.0,0.0,0.0,100.0,5.0,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,4,5,4,2015
2015-04-04 05:00:00,5.9,3.0,0.0,0.0,0.0,100.0,7.6,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,5,5,4,2015
2015-04-04 06:00:00,5.7,3.0,0.0,0.0,0.0,100.0,8.2,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,6,5,4,2015
2015-04-04 07:00:00,5.4,3.0,0.0,0.0,0.0,100.0,10.5,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,7,5,4,2015
2015-04-04 08:00:00,5.1,51.0,0.3,0.3,0.0,100.0,13.0,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,8,5,4,2015
2015-04-04 09:00:00,4.8,53.0,0.6,0.6,0.0,100.0,13.9,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,9,5,4,2015
2015-04-04 10:00:00,4.7,51.0,0.4,0.4,0.0,100.0,14.5,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,10,5,4,2015
2015-04-04 11:00:00,4.6,51.0,0.3,0.3,0.0,100.0,15.1,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,11,5,4,2015
2015-04-04 12:00:00,4.9,51.0,0.1,0.1,0.0,100.0,14.8,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,12,5,4,2015
2015-04-04 13:00:00,6.0,3.0,0.0,0.0,0.0,100.0,16.6,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,13,5,4,2015
2015-04-04 14:00:00,6.4,3.0,0.0,0.0,0.0,92.0,19.6,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,14,5,4,2015
2015-04-04 15:00:00,6.9,2.0,0.0,0.0,0.0,56.0,19.3,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,15,5,4,2015
2015-04-04 16:00:00,8.1,2.0,0.0,0.0,0.0,68.0,20.4,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,16,5,4,2015
2015-04-04 17:00:00,8.1,3.0,0.0,0.0,0.0,81.0,19.7,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,17,5,4,2015
2015-04-04 18:00:00,7.9,2.0,0.0,0.0,0.0,65.0,19.1,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,18,5,4,2015
2015-04-04 19:00:00,7.4,2.0,0.0,0.0,0.0,56.0,18.8,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,19,5,4,2015
2015-04-04 20:00:00,6.5,2.0,0.0,0.0,0.0,75.0,17.6,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,20,5,4,2015
2015-04-04 21:00:00,5.2,0.0,0.0,0.0,0.0,2.0,16.6,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,21,5,4,2015
2015-04-04 22:00:00,4.5,0.0,0.0,0.0,0.0,0.0,15.8,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,22,5,4,2015
2015-04-04 23:00:00,3.8,0.0,0.0,0.0,0.0,0.0,14.4,2015-04-04,53.0,20.4,2015-04-04T07:12,2015-04-04T20:19,47225.13,23,5,4,2015
2015-04-05 00:00:00,3.2,0.0,0.0,0.0,0.0,4.0,12.7,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,0,6,4,2015
2015-04-05 01:00:00,2.7,0.0,0.0,0.0,0.0,14.0,10.5,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,1,6,4,2015
2015-04-05 02:00:00,2.1,1.0,0.0,0.0,0.0,34.0,9.7,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,2,6,4,2015
2015-04-05 03:00:00,1.7,2.0,0.0,0.0,0.0,75.0,9.7,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,3,6,4,2015
2015-04-05 04:00:00,1.4,2.0,0.0,0.0,0.0,76.0,9.7,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,4,6,4,2015
2015-04-05 05:00:00,1.3,2.0,0.0,0.0,0.0,72.0,9.4,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,5,6,4,2015
2015-04-05 06:00:00,1.2,2.0,0.0,0.0,0.0,63.0,9.5,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,6,6,4,2015
2015-04-05 07:00:00,1.6,2.0,0.0,0.0,0.0,64.0,8.9,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,7,6,4,2015
2015-04-05 08:00:00,2.0,2.0,0.0,0.0,0.0,53.0,9.4,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,8,6,4,2015
2015-04-05 09:00:00,3.4,1.0,0.0,0.0,0.0,35.0,9.2,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,9,6,4,2015
2015-04-05 10:00:00,4.9,1.0,0.0,0.0,0.0,21.0,9.7,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,10,6,4,2015
2015-04-05 11:00:00,6.3,1.0,0.0,0.0,0.0,37.0,10.6,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,11,6,4,2015
2015-04-05 12:00:00,7.6,2.0,0.0,0.0,0.0,65.0,9.8,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,12,6,4,2015
2015-04-05 13:00:00,8.5,2.0,0.0,0.0,0.0,78.0,9.7,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,13,6,4,2015
2015-04-05 14:00:00,9.3,2.0,0.0,0.0,0.0,59.0,9.9,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,14,6,4,2015
2015-04-05 15:00:00,9.5,3.0,0.0,0.0,0.0,88.0,9.7,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,15,6,4,2015
2015-04-05 16:00:00,9.7,3.0,0.0,0.0,0.0,97.0,9.7,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,16,6,4,2015
2015-04-05 17:00:00,9.7,3.0,0.0,0.0,0.0,84.0,9.5,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,17,6,4,2015
2015-04-05 18:00:00,9.7,3.0,0.0,0.0,0.0,80.0,9.9,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,18,6,4,2015
2015-04-05 19:00:00,9.1,2.0,0.0,0.0,0.0,54.0,9.0,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,19,6,4,2015
2015-04-05 20:00:00,7.8,1.0,0.0,0.0,0.0,43.0,9.4,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,20,6,4,2015
2015-04-05 21:00:00,6.3,0.0,0.0,0.0,0.0,13.0,10.9,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,21,6,4,2015
2015-04-05 22:00:00,5.2,0.0,0.0,0.0,0.0,3.0,10.8,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,22,6,4,2015
2015-04-05 23:00:00,4.3,0.0,0.0,0.0,0.0,0.0,9.7,2015-04-05,3.0,12.7,2015-04-05T07:10,2015-04-05T20:21,47457.43,23,6,4,2015
2015-04-06 00:00:00,3.5,0.0,0.0,0.0,0.0,0.0,8.0,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,0,0,4,2015
2015-04-06 01:00:00,2.8,0.0,0.0,0.0,0.0,1.0,6.8,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,1,0,4,2015
2015-04-06 02:00:00,1.7,0.0,0.0,0.0,0.0,3.0,9.4,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,2,0,4,2015
2015-04-06 03:00:00,0.7,0.0,0.0,0.0,0.0,3.0,8.2,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,3,0,4,2015
2015-04-06 04:00:00,0.1,0.0,0.0,0.0,0.0,1.0,8.4,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,4,0,4,2015
2015-04-06 05:00:00,-0.3,0.0,0.0,0.0,0.0,3.0,7.9,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,5,0,4,2015
2015-04-06 06:00:00,-0.3,0.0,0.0,0.0,0.0,13.0,8.0,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,6,0,4,2015
2015-04-06 07:00:00,-0.3,2.0,0.0,0.0,0.0,51.0,7.8,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,7,0,4,2015
2015-04-06 08:00:00,0.8,3.0,0.0,0.0,0.0,89.0,6.8,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,8,0,4,2015
2015-04-06 09:00:00,3.8,3.0,0.0,0.0,0.0,98.0,6.8,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,9,0,4,2015
2015-04-06 10:00:00,5.4,3.0,0.0,0.0,0.0,100.0,6.1,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,10,0,4,2015
2015-04-06 11:00:00,6.1,3.0,0.0,0.0,0.0,100.0,5.9,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,11,0,4,2015
2015-04-06 12:00:00,7.1,3.0,0.0,0.0,0.0,100.0,4.0,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,12,0,4,2015
2015-04-06 13:00:00,7.9,3.0,0.0,0.0,0.0,100.0,1.9,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,13,0,4,2015
2015-04-06 14:00:00,8.7,3.0,0.0,0.0,0.0,100.0,1.3,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,14,0,4,2015
2015-04-06 15:00:00,9.1,3.0,0.0,0.0,0.0,100.0,3.6,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,15,0,4,2015
2015-04-06 16:00:00,8.9,3.0,0.0,0.0,0.0,100.0,4.0,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,16,0,4,2015
2015-04-06 17:00:00,9.3,3.0,0.0,0.0,0.0,100.0,4.4,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,17,0,4,2015
2015-04-06 18:00:00,9.2,2.0,0.0,0.0,0.0,74.0,4.4,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,18,0,4,2015
2015-04-06 19:00:00,9.2,3.0,0.0,0.0,0.0,84.0,6.0,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,19,0,4,2015
2015-04-06 20:00:00,8.5,1.0,0.0,0.0,0.0,43.0,5.4,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,20,0,4,2015
2015-04-06 21:00:00,6.9,1.0,0.0,0.0,0.0,40.0,6.9,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,21,0,4,2015
2015-04-06 22:00:00,5.9,1.0,0.0,0.0,0.0,40.0,8.0,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,22,0,4,2015
2015-04-06 23:00:00,5.2,1.0,0.0,0.0,0.0,48.0,9.0,2015-04-06,3.0,9.4,2015-04-06T07:08,2015-04-06T20:23,47688.7,23,0,4,2015
2015-04-07 00:00:00,4.2,2.0,0.0,0.0,0.0,63.0,8.1,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,0,1,4,2015
2015-04-07 01:00:00,3.3,0.0,0.0,0.0,0.0,0.0,7.7,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,1,1,4,2015
2015-04-07 02:00:00,2.7,0.0,0.0,0.0,0.0,0.0,5.9,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,2,1,4,2015
2015-04-07 03:00:00,1.6,0.0,0.0,0.0,0.0,0.0,7.3,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,3,1,4,2015
2015-04-07 04:00:00,1.2,0.0,0.0,0.0,0.0,0.0,6.8,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,4,1,4,2015
2015-04-07 05:00:00,2.7,0.0,0.0,0.0,0.0,0.0,4.7,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,5,1,4,2015
2015-04-07 06:00:00,1.5,0.0,0.0,0.0,0.0,0.0,4.2,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,6,1,4,2015
2015-04-07 07:00:00,-0.4,0.0,0.0,0.0,0.0,0.0,4.5,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,7,1,4,2015
2015-04-07 08:00:00,-0.6,0.0,0.0,0.0,0.0,0.0,4.3,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,8,1,4,2015
2015-04-07 09:00:00,3.3,0.0,0.0,0.0,0.0,0.0,5.4,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,9,1,4,2015
2015-04-07 10:00:00,6.7,0.0,0.0,0.0,0.0,2.0,3.8,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,10,1,4,2015
2015-04-07 11:00:00,9.1,0.0,0.0,0.0,0.0,8.0,3.6,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,11,1,4,2015
2015-04-07 12:00:00,10.5,2.0,0.0,0.0,0.0,51.0,4.3,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,12,1,4,2015
2015-04-07 13:00:00,11.4,1.0,0.0,0.0,0.0,22.0,5.8,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,13,1,4,2015
2015-04-07 14:00:00,12.0,0.0,0.0,0.0,0.0,5.0,6.5,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,14,1,4,2015
2015-04-07 15:00:00,12.4,0.0,0.0,0.0,0.0,9.0,6.2,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,15,1,4,2015
2015-04-07 16:00:00,12.7,0.0,0.0,0.0,0.0,5.0,6.3,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,16,1,4,2015
2015-04-07 17:00:00,12.7,0.0,0.0,0.0,0.0,8.0,7.6,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,17,1,4,2015
2015-04-07 18:00:00,12.4,0.0,0.0,0.0,0.0,6.0,8.4,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,18,1,4,2015
2015-04-07 19:00:00,11.7,0.0,0.0,0.0,0.0,6.0,7.6,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,19,1,4,2015
2015-04-07 20:00:00,10.1,0.0,0.0,0.0,0.0,11.0,6.6,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,20,1,4,2015
2015-04-07 21:00:00,8.6,0.0,0.0,0.0,0.0,3.0,7.5,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,21,1,4,2015
2015-04-07 22:00:00,7.3,0.0,0.0,0.0,0.0,4.0,7.0,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,22,1,4,2015
2015-04-07 23:00:00,6.3,0.0,0.0,0.0,0.0,8.0,8.3,2015-04-07,2.0,8.4,2015-04-07T07:05,2015-04-07T20:24,47918.78,23,1,4,2015
2015-04-08 00:00:00,5.3,1.0,0.0,0.0,0.0,24.0,7.2,2015-04-08,3.0,10.0,2015-04-08T07:03,2015-04-08T20:26,48147.52,0,2,4,2015
2015-04-08 01:00:00,4.6,1.0,0.0,0.0,0.0,38.0,8.8,2015-04-08,3.0,10.0,2015-04-08T07:03,2015-04-08T20:26,48147.52,1,2,4,2015
2015-04-08 02:00:00,5.4,2.0,0.0,0.0,0.0,55.0,8.4,2015-04-08,3.0,10.0,2015-04-08T07:03,2015-04-08T20:26,48147.52,2,2,4,2015
2015-04-08 03:00:00,5.6,2.0,0.0,0.0,0.0,62.0,7.6,2015-04-08,3.0,10.0,2015-04-08T07:03,2015-04-08T20:26,48147.52,3,2,4,2015
2015-04-08 04:00:00,5.5,2.0,0.0,0.0,0.0,51.0,6.8,2015-04-08,3.0,10.0,2015-04-08T07:03,2015-04-08T20:26,48147.52,4,2,4,2015
2015-04-08 05:00:00,5.3,2.0,0.0,0.0,0.0,59.0,5.4,2015-04-08,3.0,10.0,2015-04-08T07:03,2015-04-08T20:26,48147.52,5,2,4,2015
2015-04-08 06:00:00,5.2,1.0,0.0,0.0,0.0,49.0,4.3,2015-04-08,3.0,10.0,2015-04-08T07:03,2015-04-08T20:26,48147.52,6,2,4,2015
